,Mean_of_Stdev,Stdev_of_Stdev,3rd_Stdev_of_Stdev,Final_Cutoff
ATP8A2,0.9586165489438645,0.1395579281424833,0.4186737844274499,1.3772903333713145
ATP8B2,0.8821924144038178,0.09645654268514256,0.28936962805542765,1.1715620424592454
ATP9B,0.8208307220791575,0.20327485206991305,0.6098245562097392,1.4306552782888966
ATRAID,1.1920006352302155,0.1666811150081772,0.5000433450245316,1.6920439802547471
ATRIP,0.999145184634125,0.19019527571201636,0.5705858271360491,1.5697310117701742
ATRIP-TREX1,0.999145184634125,0.19019527571201636,0.5705858271360491,1.5697310117701742
ATRN,1.4131580064517182,0.2073672791303873,0.6221018373911619,2.03525984384288
ATRNL1,0.7808399679731259,0.15887379433782034,0.476621383013461,1.257461350986587
ATXN1-AS1,0.8953008159978146,0.1931640108408389,0.5794920325225167,1.4747928485203312
ATXN10,1.2592510689397043,0.1591602890370068,0.4774808671110204,1.7367319360507247
ATXN1L,0.8344522372988036,0.17967172346563684,0.5390151703969105,1.373467407695714
ATXN2-AS,1.0408653190851371,0.1635702193756858,0.4907106581270574,1.5315759772121944
ATXN2L,0.7991942295289602,0.2441445408402377,0.7324336225207131,1.5316278520496733
ATXN7,1.019048561575637,0.20509470522062512,0.6152841156618754,1.6343326772375124
ATXN7L2,1.0027167898775222,0.17826301113546236,0.5347890334063871,1.5375058232839094
ATXN7L3B,1.065055353300948,0.20245099367706929,0.6073529810312078,1.6724083343321556
ATXN8OS,1.120099863438806,0.15876683955948218,0.4763005186784465,1.5964003821172525
AUP1,0.47172339558676374,0.0702318338827872,0.2106955016483616,0.6824188972351253
AURKC,0.8672509205176382,0.19943528214264117,0.5983058464279235,1.4655567669455616
AUTS2,0.8877642271218898,0.2541542191008536,0.7624626573025608,1.6502268844244505
AVL9,0.681420868736164,0.1167543464620464,0.3502630393861392,1.0316839081223033
AVP,2.572775607179161,0.19321633512331987,0.5796490053699597,3.1524246125491207
AVPR1B,0.9390913499074808,0.21486414119478459,0.6445924235843538,1.5836837734918345
AXDND1,1.6206500706984008,0.0980589880434543,0.2941769641303629,1.9148270348287637
AXL,0.3362691052285265,0.08881024551848685,0.26643073655546057,0.6026998417839871
AZIN1-AS1,1.690598770337701,0.08359895900757862,0.25079687702273584,1.9413956473604368
AZIN2,1.0854664788066195,0.15580288031974243,0.4674086409592273,1.5528751197658468
AZU1,0.6339872875791359,0.10993898012973198,0.32981694038919596,0.9638042279683319
B2M,0.9296266496792139,0.14028103813630574,0.4208431144089172,1.3504697640881311
B3GALT1,1.1084203440389926,0.6644121117831422,1.9932363353494265,3.101656679388419
B3GALT4,1.466691140879519,0.11725210303133408,0.35175630909400224,1.818447449973521
B3GALT5,0.8978231488082172,0.14130820972263347,0.4239246291679004,1.3217477779761175
B3GALT6,0.7045074368474277,0.3614247038748632,1.0842741116245895,1.7887815484720173
B3GLCT,0.9542972967249995,0.1821350479735866,0.5464051439207598,1.5007024406457594
B3GNT10,0.98203543717191,0.16244010629477815,0.48732031888433447,1.4693557560562445
B3GNT2,0.5155397296861151,0.1133859007040045,0.3401577021120135,0.8556974317981285
B3GNT3,0.8317786891363805,0.13281366254777396,0.3984409876433219,1.2302196767797025
B3GNT4,0.9160032335813851,0.1773505285219243,0.5320515855657728,1.448054819147158
B3GNT5,0.7997916280789804,0.18217920030988927,0.5465376009296679,1.3463292290086484
B3GNT7,0.7448940028219146,0.20457627063412825,0.6137288119023847,1.3586228147242994
B3GNTL1,0.6898471191897556,0.582996578461953,1.7489897353858588,2.4388368545756145
B4GALNT1,1.4873170280675905,0.08035356427929521,0.24106069283788564,1.728377720905476
B4GALNT2,1.5201462188254766,0.17087511146323092,0.5126253343896927,2.032771553215169
B4GALNT3,0.6900531577612024,0.21227237902276913,0.6368171370683073,1.3268702948295097
B4GALNT4,0.8365044401015891,0.1038847644692384,0.3116542934077152,1.1481587335093044
B4GALT1-AS1,0.84357527643185,0.19656839404654833,0.589705182139645,1.4332804585714949
B4GALT2,2.6018845249004063,0.1342378361771027,0.40271350853130805,3.0045980334317144
B4GALT7,0.9298566277526801,0.16386826999438786,0.4916048099831636,1.4214614377358437
B4GAT1,1.3387221918475678,0.24224339170646383,0.7267301751193915,2.0654523669669596
B9D2,2.8207849554912863,0.16870704829186764,0.5061211448756029,3.326906100366889
BAALC,1.4774488818761622,0.2724196348233333,0.8172589044699999,2.2947077863461622
BABAM1,0.7751814095325685,0.24115364986225724,0.7234609495867717,1.4986423591193403
BABAM2-AS1,1.3242570458328868,0.20086844292869852,0.6026053287860955,1.9268623746189824
BACE2,0.9318107886472035,0.09315489592853937,0.2794646877856181,1.2112754764328215
BACH1,0.8728389081924274,0.16519378467228674,0.4955813540168602,1.3684202622092876
BAD,0.7141877740647974,0.2601662701144255,0.7804988103432765,1.494686584408074
BAG2,1.1288465220573551,0.26344916649364075,0.7903474994809223,1.9191940215382775
BAG3,1.111373605253642,0.23211327288670514,0.6963398186601154,1.8077134239137576
BAG4,0.7416385110313882,0.09505257195366518,0.28515771586099553,1.0267962268923838
BAG6,0.6799512184924109,0.29821011247444223,0.8946303374233266,1.5745815559157377
BAHCC1,1.0425152660111876,0.12416675841086187,0.3725002752325856,1.4150155412437733
BAHD1,1.2258611186582125,0.21968982332130532,0.6590694699639159,1.8849305886221284
BAIAP2,0.9542862674689075,0.1607128108183475,0.4821384324550425,1.43642469992395
BAIAP2L2,1.1199126005368751,0.13637708752855277,0.4091312625856583,1.5290438631225334
BAIAP3,0.8074112278086222,0.16946226564674452,0.5083867969402336,1.3157980247488559
BAMBI,0.7103083304063169,0.20310197933128152,0.6093059379938446,1.3196142684001615
BANF1,1.328291084188998,0.09340266802792918,0.28020800408378754,1.6084990882727856
BANF2,0.7052577827107349,0.18188324095835173,0.5456497228750552,1.2509075055857901
BANK1,0.6602757752966802,0.32365682025433146,0.9709704607629943,1.6312462360596744
BANP,1.2659540890314538,0.2260158984700203,0.6780476954100609,1.9440017844415147
BARHL1,1.1425022995010072,0.16007358058008933,0.48022074174026796,1.6227230412412752
BARX2,0.7497901136424998,0.14899897535721937,0.4469969260716581,1.1967870397141578
BASP1,0.8735342638459747,0.17682244379062503,0.5304673313718751,1.4040015952178497
BATF,0.5946552149551662,0.10094498057905295,0.30283494173715886,0.897490156692325
BAX,0.9377095955300527,0.1087918688061719,0.3263756064185157,1.2640852019485684
BBOF1,0.8646786247370465,0.18246734463793376,0.5474020339138013,1.4120806586508476
BBOX1,1.197650431516848,0.35886582781783816,1.0765974834535146,2.2742479149703625
BBS1,1.3868457302355908,0.17051680226251553,0.5115504067875466,1.8983961370231373
BBS12,0.7575042316248219,0.2152089379081024,0.6456268137243072,1.403131045349129
BBS4,0.7783270849676399,0.20603631972354028,0.6181089591706208,1.3964360441382606
BBS5,1.0848188087562751,0.10493665203868147,0.3148099561160444,1.3996287648723196
BBS7,1.032057851484389,0.2181501481630403,0.6544504444891208,1.6865082959735098
BBS9,1.0077327517182721,0.2198965824473257,0.6596897473419772,1.6674224990602493
BBX,0.9056475481795689,0.15321070635031117,0.4596321190509335,1.3652796672305025
BCAM,1.3670833129861877,0.18436566115091685,0.5530969834527506,1.9201802964389383
BCAN,1.7547865094292707,0.1216497790499186,0.3649493371497558,2.1197358465790264
BCAP29,1.030230561501936,0.15338848832433385,0.4601654649730016,1.4903960264749376
BCAR3-AS1,0.8291398957039153,0.12947284454200608,0.38841853362601825,1.2175584293299335
BCAS3,0.7123596109872884,0.15059689885145822,0.45179069655437465,1.164150307541663
BCAS4,0.7095721382261256,0.15280237737548621,0.45840713212645867,1.1679792703525842
BCAT2,0.5310590071770991,0.11648169837803905,0.34944509513411715,0.8805041023112162
BCCIP,0.6168236127872286,0.11241897043298457,0.33725691129895374,0.9540805240861824
BCDIN3D-AS1,0.911546364698359,0.12993759047515255,0.38981277142545767,1.3013591361238168
BCKDHA,0.6738943736725779,0.16552622471469294,0.49657867414407886,1.1704730478166567
BCKDHB,0.9217735032924305,0.1607335703909338,0.4822007111728014,1.4039742144652319
BCKDK,1.569841134140448,0.1628973337609123,0.48869200128273693,2.058533135423185
BCL2L11,0.9279151397949341,0.19996513705567506,0.5998954111670252,1.5278105509619593
BCL2L12,0.9038669483101995,0.08791744098939365,0.26375232296818096,1.1676192712783804
BCL2L13,0.481446050616895,0.14250663491038099,0.427519904731143,0.908965955348038
BCL2L14,0.5486393911574197,0.11360903627562402,0.34082710882687206,0.8894664999842917
BCL2L2,1.6703138806425877,0.2697289533309788,0.8091868599929364,2.4795007406355243
BCL2L2-PABPN1,1.7974659810177307,0.30212616414254695,0.9063784924276408,2.7038444734453715
BCL3,1.651662575481402,0.09957980099818636,0.2987394029945591,1.9504019784759612
BCL6B,0.7825005256582233,0.12697010165767378,0.38091030497302136,1.1634108306312445
BCL7A,0.9181944601038078,0.22338803439387564,0.6701641031816269,1.5883585632854347
BCL7C,1.148952907481681,0.4002485106157676,1.2007455318473028,2.349698439328984
BCL9,0.9678000474546135,0.15804412205138973,0.4741323661541692,1.4419324136087828
BCL9L,1.012763295202401,0.12915328999081377,0.3874598699724413,1.4002231651748422
BCO1,0.6570550204857275,0.11502417709858466,0.345072531295754,1.0021275517814816
BCO2,1.7611965210585279,0.13942284821470133,0.418268544644104,2.1794650657026318
BCR,1.3104949344585106,0.1179126679586173,0.35373800387585186,1.6642329383343624
BCRP2,2.9036667777177705,0.12052734171195671,0.3615820251358701,3.2652488028536406
BCS1L,1.1571372749918962,0.14008405190917972,0.42025215572753916,1.5773894307194354
BDH1,0.9636122852433572,0.2528277900811752,0.7584833702435255,1.7220956554868827
BDH2,2.126994501827836,0.262684102040358,0.788052306121074,2.91504680794891
BDKRB1,1.0652777214930718,0.12059034168674998,0.36177102506024994,1.4270487465533217
BDKRB2,0.473360309461317,0.20779576978347633,0.623387309350429,1.096747618811746
BDNF-AS,1.000562516482956,0.1495950927725707,0.4487852783177121,1.4493477948006679
BDP1,0.8049051491577369,0.17543356154942402,0.5263006846482721,1.3312058338060089
BEAN1,0.8612470917473647,0.15950987356706717,0.47852962070120153,1.3397767124485662
BECN2,0.4479487924680111,0.08916843673748756,0.2675053102124627,0.7154541026804738
BEGAIN,1.660664323299007,0.24486945048478365,0.7346083514543509,2.395272674753358
BEND6,0.9023855674669233,0.2084071354250347,0.625221406275104,1.5276069737420275
BEST1,1.9704625597843715,0.17073840281033,0.51221520843099,2.4826777682153613
BEST2,0.8492226151984911,0.056963315939336,0.17088994781800798,1.020112563016499
BEST4,3.4813527995521416,0.19251832867123705,0.5775549860137111,4.058907785565853
BEX3,1.3408011174960905,0.1513718622023332,0.4541155866069996,1.7949167041030902
BEX4,0.8544345394422845,0.22702704094294526,0.6810811228288358,1.5355156622711204
BFAR,1.0635574867647546,0.13431641225579935,0.402949236767398,1.4665067235321527
BGLAP,1.0927732488098651,0.1623815599526378,0.48714467985791343,1.5799179286677787
BGLT3,1.2355230784639708,0.1551840528107163,0.46555215843214887,1.7010752368961197
BGN,0.7596981258641968,0.09752594454646925,0.29257783363940776,1.0522759595036046
BHLHA15,2.344308373499726,0.3133313190863811,0.9399939572591434,3.2843023307588695
BHLHA9,1.1682802699915549,0.16316889912213706,0.48950669736641117,1.657786967357966
BHLHB9,1.2413117444443877,0.29089607374325877,0.8726882212297763,2.113999965674164
BHLHE22,0.5481385106542872,0.10216818357225922,0.3065045507167777,0.8546430613710649
BHLHE23,0.7142527010672525,0.18760284244488132,0.5628085273346439,1.2770612284018963
BHLHE40,0.815784179346865,0.16512745048336594,0.4953823514500978,1.3111665307969629
BHMG1,0.7133769726958208,0.12294067000488947,0.3688220100146684,1.0821989827104892
BHMT,1.14630666957023,0.24384680241842138,0.7315404072552641,1.877847076825494
BHMT2,0.7152696035863234,0.1719600526709111,0.5158801580127333,1.2311497615990568
BICC1,0.892426946175074,0.19858519612980052,0.5957555883894016,1.4881825345644755
BICD1,0.8481341894794407,0.14167401458882875,0.4250220437664862,1.273156233245927
BICDL1,0.9092397612064339,0.2024242785910341,0.6072728357731023,1.516512596979536
BICRA,0.977518097236385,0.20185056285307557,0.6055516885592267,1.5830697857956118
BICRAL,0.6043627826069723,0.2068301579847131,0.6204904739541393,1.2248532565611114
BIK,0.7536347980364609,0.13269485790868474,0.3980845737260542,1.1517193717625152
BIRC2,0.7139309129846698,0.21141821384875717,0.6342546415462715,1.3481855545309414
BIRC3,2.2735147420766255,0.15771694358681737,0.4731508307604521,2.7466655728370775
BIRC5,2.138042613936319,0.25415363738895225,0.7624609121668567,2.9005035261031757
BIRC6,1.8841175458130874,0.20234568909734815,0.6070370672920444,2.491154613105132
BIRC7,1.0993096114005478,0.2923534417897062,0.8770603253691185,1.9763699367696663
BISPR,0.5612388048378378,0.10493444846262145,0.31480334538786436,0.8760421502257022
BIVM,0.6340657172726137,0.17420899824418193,0.5226269947325458,1.1566927120051596
BLK,0.8126219032670841,0.09108252365094562,0.27324757095283686,1.0858694742199209
BLM,0.6930133226759522,0.16507275288366713,0.4952182586510014,1.1882315813269535
BLOC1S1,0.5817990326113808,0.2460479562291043,0.738143868687313,1.3199429012986936
BLOC1S1-RDH5,0.5817990326113808,0.2460479562291043,0.738143868687313,1.3199429012986936
BLOC1S3,0.8118249649725264,0.1298961090674812,0.3896883272024436,1.20151329217497
BLOC1S4,1.5525853602553361,0.19821032141170178,0.5946309642351053,2.1472163244904414
BLOC1S6,0.6790667651005056,0.14229344542781153,0.4268803362834346,1.1059471013839401
BLVRA,0.6802089010155152,0.171778508122117,0.515335524366351,1.1955444253818661
BLZF1,0.8578331395887706,0.11779613272668313,0.3533883981800494,1.21122153776882
BMERB1,1.0180272786302853,0.2607790621485762,0.7823371864457287,1.800364465076014
BMI1,0.9283745336527349,0.235841810459971,0.707525431379913,1.6358999650326478
BMP2,0.9138465328249058,0.2085177974248079,0.6255533922744236,1.5393999250993295
BMP2K,0.7850159226123327,0.1981705724582934,0.5945117173748802,1.379527639987213
BMP3,0.5677267968543652,0.108429902997234,0.325289708991702,0.8930165058460673
BMP6,1.6219721873918842,0.250569330314311,0.751707990942933,2.3736801783348174
BMP8A,0.9067070489494278,0.13765744318635295,0.4129723295590588,1.3196793785084866
BMPER,0.7023367404442176,0.195253979432123,0.585761938296369,1.2880986787405866
BMPR1A,0.9831611201672723,0.25930720769597604,0.7779216230879281,1.7610827432552005
BMPR2,0.6518878224662058,0.11178013450524943,0.3353404035157483,0.987228225981954
BMS1,1.3311691679577606,0.2055883770804008,0.6167651312412025,1.947934299198963
BMS1P20,1.453230030306446,0.13346572755288588,0.40039718265865765,1.8536272129651037
BMS1P21,0.7468412360829023,0.15660721412013628,0.46982164236040885,1.2166628784433111
BMX,2.4351799271319963,0.2018485739554135,0.6055457218662406,3.0407256489982366
BNIP1,0.8771461943485216,0.20058595502377444,0.6017578650713233,1.478904059419845
BNIP3L,0.7121264477194995,0.1705597121197043,0.5116791363591129,1.2238055840786124
BNIPL,0.4010791465362748,0.12412673024787356,0.37238019074362066,0.7734593372798955
BOC,0.7849617866276087,0.18225572354848035,0.5467671706454411,1.3317289572730497
BOD1L2,2.6435763577280325,0.32537645584154107,0.9761293675246232,3.619705725252656
BOK,1.7102429385117681,0.28319334873469826,0.8495800462040948,2.559822984715863
BOLA1,1.3901880868573129,0.15306270098890806,0.4591881029667242,1.849376189824037
BOLA3-AS1,0.8983633185525888,0.20136710389079268,0.604101311672378,1.5024646302249667
BORA,1.0976750298224363,0.18731294911180416,0.5619388473354124,1.6596138771578488
BORCS5,0.8105446937813919,0.19944010867131137,0.5983203260139341,1.408865019795326
BORCS6,0.7094353392259428,0.2713491951214756,0.8140475853644268,1.5234829245903696
BORCS7,1.9468414157403309,0.10521611882880999,0.31564835648642997,2.2624897722267607
BORCS7-ASMT,1.9468414157403309,0.10521611882880999,0.31564835648642997,2.2624897722267607
BPGM,0.7178621668973661,0.11626901427000777,0.3488070428100233,1.0666692097073893
BPHL,1.117155321964422,0.20806370522234163,0.6241911156670249,1.7413464376314467
BPI,0.4942296052918748,0.16577443498292846,0.4973233049487854,0.9915529102406602
BPIFA1,0.5038258028081861,0.08923402977719572,0.2677020893315871,0.7715278921397732
BPIFA4P,0.6815278790178546,0.09021882137396982,0.27065646412190947,0.9521843431397641
BPIFB1,0.5688980985778737,0.07278436028700366,0.218353080861011,0.7872511794388847
BPIFB2,0.9976406334374339,0.7666780901781471,2.300034270534441,3.297674903971875
BPIFB3,0.61697662422475,0.09809892125567841,0.29429676376703523,0.9112733879917851
BPIFB6,0.42791549466302314,0.08240863547676243,0.2472259064302873,0.6751414010933104
BPTF,1.461787015306125,0.10599669743160069,0.3179900922948021,1.779777107600927
BRCA2,0.8721645161447146,0.14079349163707697,0.4223804749112309,1.2945449910559454
BRCC3,1.3322011287618327,0.22834658857221837,0.6850397657166551,2.017240894478488
BRD2,0.8733414762323598,0.12444186152494818,0.37332558457484455,1.2466670608072044
BRD3OS,0.8186075867275953,0.28313522058716345,0.8494056617614903,1.6680132484890855
BRD8,3.2856026050918103,0.12456733610455303,0.3737020083136591,3.659304613405469
BRD9,0.7967104963521277,0.12240236269065176,0.3672070880719553,1.163917584424083
BRDT,0.6476645680738542,0.26563884457347986,0.7969165337204396,1.4445811017942938
BREA2,0.6829019134180614,0.2725437133549033,0.8176311400647098,1.5005330534827712
BRI3,1.171724369435484,0.28131011240536813,0.8439303372161044,2.0156547066515884
BRI3BP,1.349502163460597,0.14975075847247,0.44925227541741,1.798754438878007
BRICD5,0.8263625746101368,0.14018499184036534,0.420554975521096,1.2469175501312328
BRINP2,1.539978900854425,0.08334821571921079,0.25004464715763236,1.7900235480120572
BRIX1,0.8685203107521232,0.23426059385302503,0.7027817815590751,1.5713020923111984
BRK1,1.084661291038789,0.1716365343645963,0.514909603093789,1.599570894132578
BRMS1,0.8852972022144021,0.21477644045657684,0.6443293213697305,1.5296265235841326
BRMS1L,2.045446714302394,0.09342922878034962,0.28028768634104884,2.325734400643443
BROX,1.5127154092271058,0.11839287260461631,0.35517861781384896,1.8678940270409548
BRPF1,0.7817687460796836,0.21015756309097725,0.6304726892729318,1.4122414353526154
BRPF3,0.8697430381170544,0.09258313870957002,0.27774941612871007,1.1474924542457645
BRS3,0.6427156795822492,0.18006505879938794,0.5401951763981638,1.182910855980413
BRSK1,3.7182494755909214,0.1875644840322728,0.5626934520968184,4.2809429276877395
BRSK2,0.7564698125678518,0.17430174004849674,0.5229052201454902,1.2793750327133422
BRWD1,1.0296391363533162,0.16733892484283586,0.5020167745285076,1.5316559108818237
BRWD1-AS2,0.7112540325398728,0.12234773305877113,0.3670431991763134,1.0782972317161863
BSCL2,0.9265742766825127,0.10304500681432302,0.30913502044296903,1.2357092971254817
BSG,0.7172994966119461,0.12758372037251015,0.38275116111753044,1.1000506577294766
BSN,0.9964546779212999,0.1498608868020303,0.4495826604060909,1.4460373383273908
BSND,0.5881893848864002,0.07094253973379624,0.21282761920138873,0.8010170040877889
BSPRY,0.6988384446988661,0.27857415412432607,0.8357224623729782,1.5345609070718442
BST1,0.9711793754188216,0.15480422918931092,0.46441268756793275,1.4355920629867542
BSX,1.3369847355442275,0.1389184466465078,0.4167553399395234,1.7537400754837509
BTAF1,0.8241943173818239,0.19000280667668779,0.5700084200300634,1.3942027374118873
BTBD11,1.7346675041553765,0.22396306138447306,0.6718891841534191,2.406556688308796
BTBD16,1.18435502390855,0.843344645180121,2.530033935540363,3.714388959448913
BTBD17,0.8575461823446417,0.14203765314518663,0.4261129594355599,1.2836591417802017
BTBD19,0.6615474494292103,0.08476715243908521,0.2543014573172556,0.9158489067464659
BTBD2,0.43062707239846715,0.08005461569693587,0.2401638470908076,0.6707909194892747
BTBD3,1.2518713983573044,0.1711776197449474,0.5135328592348423,1.7654042575921467
BTBD6,0.8183312096248805,0.1853612496017261,0.5560837488051783,1.3744149584300587
BTBD8,1.1287079668554456,0.19193484752411485,0.5758045425723446,1.7045125094277902
BTBD9-AS1,1.0793260127240103,0.11510867696182828,0.34532603088548486,1.4246520436094952
BTD,1.154145070847263,0.11445907590654832,0.34337722771964496,1.4975222985669079
BTF3,0.9389516918003101,0.21137096908383973,0.6341129072515193,1.5730645990518295
BTF3L4,0.7457800773636635,0.1303279450519679,0.39098383515590374,1.1367639125195672
BTG2,0.8651185626732036,0.22471334776067375,0.6741400432820213,1.539258605955225
BTK,1.1969794104499987,0.20807750323931823,0.6242325097179546,1.8212119201679533
BTN2A1,2.0303402877985106,0.2145113197628489,0.6435339592885467,2.673874247087057
BTN2A2,2.0535913294237758,0.3785974949072053,1.1357924847216159,3.1893838141453914
BTN2A3P,1.8505539689334602,0.1536546195561488,0.46096385866844647,2.311517827601907
BTN3A1,2.846980843742489,0.14308483189706614,0.42925449569119845,3.2762353394336876
BTN3A2,2.8916081297098373,0.24995037251033378,0.7498511175310013,3.6414592472408387
BTN3A3,1.2424753365879586,0.24714834947880185,0.7414450484364056,1.9839203850243643
BTNL3,0.7400178218619016,0.15701703811025183,0.4710511143307555,1.2110689361926572
BTNL8,0.4610249473136798,0.105955829439624,0.317867488318872,0.7788924356325518
BTNL9,0.6858579249850031,0.19647980455600864,0.5894394136680259,1.2752973386530289
BTRC,0.5418399288261484,0.1467925831719998,0.4403777495159994,0.9822176783421478
BUB1B,1.920698417418393,0.1644831371425617,0.49344941142768506,2.414147828846078
BUB1B-PAK6,0.5399185895367148,0.19156739628212988,0.5747021888463897,1.1146207783831046
BUB3,1.6742759210235727,0.15957494095890004,0.47872482287670015,2.153000743900273
BUD23,0.8383695781141852,0.15850148921455168,0.47550446764365506,1.3138740457578404
BUD31,1.0932143163471684,0.08803964684467035,0.264118940534011,1.3573332568811793
BVES-AS1,1.0246359614683465,0.15519684873162976,0.46559054619488927,1.4902265076632357
BYSL,0.7472245436187908,0.1703867438620867,0.51116023158626,1.2583847752050508
BZW1,0.9220129365154915,0.14739114102633533,0.442173423079006,1.3641863595944974
BZW2,0.7314450164174605,0.1113415613752168,0.3340246841256504,1.0654697005431109
C10orf105,0.5959124514626456,0.08849418315976205,0.2654825494792862,0.8613950009419318
C10orf142,1.047461799697737,0.20245165774688198,0.6073549732406459,1.654816772938383
C10orf53,0.9881091447800869,0.2032218366875808,0.6096655100627424,1.5977746548428293
C10orf55,3.003080889260908,0.13678940680551432,0.410368220416543,3.413449109677451
C10orf71,2.2582054666622757,0.25414912088041414,0.7624473626412425,3.0206528293035184
C10orf99,0.3318527801142856,0.08167229709604883,0.24501689128814647,0.5768696714024321
C11orf1,0.6875443009106601,0.1151330892726077,0.3453992678178231,1.0329435687284831
C11orf49,0.6100553548218558,0.15092684386264055,0.45278053158792164,1.0628358864097773
C11orf52,3.068879416571919,0.19307662182586027,0.5792298654775808,3.6481092820495
C11orf54,1.1633462316976853,0.12898898429235234,0.386966952877057,1.5503131845747422
C11orf58,1.1155477807448633,0.24008958907078015,0.7202687672123405,1.8358165479572037
C11orf74,2.3871170952480245,0.16132910385778146,0.4839873115733444,2.871104406821369
C11orf80,0.8411843474466668,0.21402976781558974,0.6420893034467692,1.483273650893436
C11orf87,0.9425569244342615,0.2898079609718767,0.8694238829156302,1.8119808073498918
C11orf88,1.8606190996976866,0.1659220287220087,0.49776608616602613,2.3583851858637126
C11orf94,0.6918158824080872,0.07508921528903349,0.22526764586710046,0.9170835282751877
C11orf96,1.3333041852566647,0.1485415011274678,0.44562450338240345,1.778928688639068
C11orf97,1.1052134317814717,0.1750362272774513,0.5251086818323539,1.6303221136138255
C12orf10,2.104406739002303,0.15069782659481665,0.4520934797844499,2.556500218786753
C12orf29,1.2050329214306394,0.22850768173818445,0.6855230452145533,1.8905559666451928
C12orf40,0.5266697891333879,0.11036677264423803,0.3311003179327141,0.857770107066102
C12orf45,0.6870520385822257,0.2192020404412392,0.6576061213237177,1.3446581599059435
C12orf49,0.7545702003919227,0.19935152822414803,0.5980545846724441,1.352624785064367
C12orf54,0.807581723030931,0.13266572469464205,0.39799717408392615,1.205578897114857
C12orf57,1.0665308798960924,0.12478831282770045,0.3743649384831014,1.4408958183791938
C12orf60,0.7587938936932319,0.13016815198699372,0.39050445596098116,1.149298349654213
C12orf65,0.8420804403312652,0.22899143052848314,0.6869742915854494,1.5290547319167147
C12orf74,0.7648440121046558,0.09187916729700009,0.2756375018910003,1.040481513995656
C12orf75,0.97254982301048,0.15724656779850005,0.47173970339550014,1.44428952640598
C14orf119,0.8760842649721176,0.11548864685990311,0.3464659405797093,1.222550205551827
C14orf132,0.5802886810358349,0.08779303203537593,0.2633790961061278,0.8436677771419627
C14orf178,0.9090941118968175,0.15674128532928802,0.4702238559878641,1.3793179678846816
C14orf180,0.4290129827623665,0.09698404822274635,0.29095214466823904,0.7199651274306056
C14orf28,0.8840805801747272,0.16003774573483243,0.4801132372044973,1.3641938173792245
C15orf32,0.4454818086291264,0.09424922495208772,0.2827476748562632,0.7282294834853895
C15orf39,0.866226050323186,0.11611608590847636,0.3483482577254291,1.214574308048615
C15orf41,0.7071873230688829,0.139213933636892,0.417641800910676,1.124829123979559
C15orf48,0.6440258777770578,0.11095269082786403,0.3328580724835921,0.9768839502606499
C15orf61,0.8040000678344784,0.16184808776490142,0.48554426329470424,1.2895443311291825
C15orf62,0.6408525008748891,0.09358950592517892,0.2807685177755368,0.9216210186504259
C15orf65,0.6517825004603569,0.15362881301528472,0.46088643904585413,1.112668939506211
C16orf58,2.42472998334174,0.1478764699145681,0.4436294097437043,2.8683593930854445
C16orf70,0.8735337485547514,0.17282643509573817,0.5184793052872145,1.392013053841966
C16orf71,1.0832233758224898,0.11156430413643816,0.3346929124093145,1.4179162882318044
C16orf72,0.8746894097010951,0.13909882987897343,0.4172964896369203,1.2919858993380153
C16orf78,0.3133067214968252,0.08432747805877837,0.2529824341763351,0.5662891556731603
C16orf82,0.7248686955754865,0.08522323889757502,0.2556697166927251,0.9805384122682116
C16orf86,0.9438351717833311,0.1739513215593568,0.5218539646780704,1.4656891364614015
C16orf92,0.66532513359575,0.1008973406507455,0.3026920219522365,0.9680171555479864
C17orf100,0.8249652779981673,0.09869740153949433,0.29609220461848296,1.1210574826166502
C17orf107,1.1198895798734614,0.2674052294191103,0.802215688257331,1.9221052681307924
C17orf113,0.6295950282358801,0.07611252440412801,0.22833757321238402,0.8579326014482641
C17orf49,1.150426165474348,0.20762590151014695,0.6228777045304409,1.773303870004789
C17orf64,1.061902330187663,0.14765208771636482,0.4429562631490944,1.5048585933367573
C17orf77,0.8787531500464579,0.12223657929742095,0.36670973789226285,1.2454628879387208
C17orf78,0.45602743154069064,0.11621558300244789,0.34864674900734366,0.8046741805480343
C17orf80,0.8609145260400592,0.1789726198267058,0.5369178594801174,1.3978323855201766
C17orf97,1.0022729817592715,0.14443644518431395,0.4333093355529418,1.4355823173122133
C17orf99,0.3517120236163901,0.06439275655611461,0.19317826966834384,0.5448902932847339
C18orf21,0.7189186787833743,0.12062407735707428,0.3618722320712229,1.0807909108545972
C18orf25,0.8375723356090689,0.13529810066476772,0.40589430199430315,1.243466637603372
C18orf54,0.6823798824211713,0.20849634054910676,0.6254890216473203,1.3078689040684917
C18orf63,0.6929426539220254,0.1325595610431138,0.3976786831293414,1.0906213370513669
C19orf33,0.7016907778668582,0.1893694467097166,0.5681083401291498,1.269799117996008
C19orf38,0.7088431142488507,0.11587777792947052,0.34763333378841155,1.0564764480372624
C19orf44,0.8489985752649966,0.15279841323805862,0.45839523971417584,1.3073938149791724
C19orf53,0.6895862471489778,0.18861720144409572,0.5658516043322872,1.255437851481265
C19orf67,1.792568755236056,0.17069851870846642,0.5120955561253993,2.3046643113614556
C19orf71,1.1947770070518509,0.19449812799257202,0.583494383977716,1.7782713910295669
C19orf73,1.67425038992735,0.3127204163381621,0.9381612490144864,2.612411638941836
